id,datetime,baropressure,filename,site,airtemp
97,02/10/15 12:00 PM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0097.JPG,NFY,4
98,02/10/15 01:00 PM,27.73,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0098.JPG,NFY,5
99,02/10/15 02:00 PM,27.70,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0099.JPG,NFY,6
100,02/10/15 03:00 PM,27.69,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0100.JPG,NFY,6
101,02/10/15 04:00 PM,27.69,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0101.JPG,NFY,6
102,02/10/15 05:00 PM,27.68,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0102.JPG,NFY,6
103,02/10/15 06:00 PM,27.70,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0103.JPG,NFY,5
104,02/10/15 07:00 PM,27.72,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0104.JPG,NFY,4
105,02/10/15 08:00 PM,27.74,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0105.JPG,NFY,4
106,02/10/15 09:00 PM,27.73,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0106.JPG,NFY,3
107,02/10/15 10:00 PM,27.74,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0107.JPG,NFY,3
108,02/10/15 11:00 PM,27.74,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0108.JPG,NFY,2
109,02/11/15 12:00 AM,27.77,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0109.JPG,NFY,2
110,02/11/15 01:00 AM,27.74,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0110.JPG,NFY,1
111,02/11/15 02:00 AM,27.73,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0111.JPG,NFY,1
112,02/11/15 03:00 AM,27.71,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0112.JPG,NFY,0
113,02/11/15 04:00 AM,27.72,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0113.JPG,NFY,0
114,02/11/15 05:00 AM,27.73,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0114.JPG,NFY,0
115,02/11/15 06:00 AM,27.74,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0115.JPG,NFY,-1
116,02/11/15 07:00 AM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0116.JPG,NFY,-1
117,02/11/15 08:00 AM,27.77,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0117.JPG,NFY,-1
118,02/11/15 09:00 AM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0118.JPG,NFY,-1
119,02/11/15 10:00 AM,27.78,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0119.JPG,NFY,2
120,02/11/15 11:00 AM,27.78,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0120.JPG,NFY,6
121,02/11/15 12:00 PM,27.78,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0121.JPG,NFY,6
122,02/11/15 01:00 PM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0122.JPG,NFY,7
123,02/11/15 02:00 PM,27.75,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0123.JPG,NFY,8
124,02/11/15 03:00 PM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0124.JPG,NFY,9
125,02/11/15 04:00 PM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0125.JPG,NFY,9
126,02/11/15 05:00 PM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0126.JPG,NFY,7
127,02/11/15 06:00 PM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0127.JPG,NFY,7
128,02/11/15 07:00 PM,27.81,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0128.JPG,NFY,6
129,02/11/15 08:00 PM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0129.JPG,NFY,5
130,02/11/15 09:00 PM,27.84,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0130.JPG,NFY,4
131,02/11/15 10:00 PM,27.85,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0131.JPG,NFY,4
132,02/11/15 11:00 PM,27.84,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0132.JPG,NFY,4
133,02/12/15 12:00 AM,27.85,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0133.JPG,NFY,4
134,02/12/15 01:00 AM,27.86,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0134.JPG,NFY,3
135,02/12/15 02:00 AM,27.85,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0135.JPG,NFY,3
136,02/12/15 03:00 AM,27.84,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0136.JPG,NFY,2
137,02/12/15 04:00 AM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0137.JPG,NFY,2
138,02/12/15 05:00 AM,27.83,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0138.JPG,NFY,2
139,02/12/15 06:00 AM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0139.JPG,NFY,2
140,02/12/15 07:00 AM,27.84,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0140.JPG,NFY,1
141,02/12/15 08:00 AM,27.86,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0141.JPG,NFY,1
142,02/12/15 09:00 AM,27.86,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0142.JPG,NFY,2
143,02/12/15 10:00 AM,27.86,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0143.JPG,NFY,5
144,02/12/15 11:00 AM,27.85,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0144.JPG,NFY,7
145,02/12/15 12:00 PM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0145.JPG,NFY,8
146,02/12/15 01:00 PM,27.81,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0146.JPG,NFY,9
147,02/12/15 02:00 PM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0147.JPG,NFY,10
148,02/12/15 03:00 PM,27.78,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0148.JPG,NFY,11
149,02/12/15 04:00 PM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0149.JPG,NFY,11
150,02/12/15 05:00 PM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0150.JPG,NFY,10
151,02/12/15 06:00 PM,27.81,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0151.JPG,NFY,8
152,02/12/15 07:00 PM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0152.JPG,NFY,7
153,02/12/15 08:00 PM,27.83,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0153.JPG,NFY,6
154,02/12/15 09:00 PM,27.83,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0154.JPG,NFY,5
155,02/12/15 10:00 PM,27.82,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0155.JPG,NFY,5
156,02/12/15 11:00 PM,27.81,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0156.JPG,NFY,5
157,02/13/15 12:00 AM,27.80,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0157.JPG,NFY,4
158,02/13/15 01:00 AM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0158.JPG,NFY,4
159,02/13/15 02:00 AM,27.79,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0159.JPG,NFY,4
160,02/13/15 03:00 AM,27.77,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0160.JPG,NFY,4
161,02/13/15 04:00 AM,27.76,X:\sierra\Long_Term_Monitoring\American Yuba Rivers\photos\NFYuba\TimeLapse\20150522\PICT0161.JPG,NFY,3
