river,localsite,surv_date,amphib_spp,total_obs,stage,stage_id,sex,gosner,water_temp,book
NFA,Shirttail Ck,2013-09-05,RABO,1,A,A,,,NA,10
SFY,Mainstem,2014-04-24,RABO,3,J,J,,,11.6,10
SFY,Mainstem,2014-04-24,RABO,3,A,A,M,,NA,
SFY,Mainstem,2014-04-24,RABO,2,J,J,,,NA,10
SFY,Mainstem,2014-04-24,RABO,3,A,A,M,,NA,
SFY,Mainstem,2014-04-24,RABO,2,J,J,,,NA,10
SFY,Mainstem,2014-04-24,RABO,2,J,J,,,NA,10
SFY,Mainstem,2014-04-24,RABO,1,A,A,U,,NA,
SFY,Mainstem,2014-04-24,RABO,1,J,J,,,NA,10
SFY,Mainstem,2014-04-24,RABO,1,A,A,M,,NA,
SFY,Mainstem,2014-04-24,RABO,4,J,J,,,NA,10
SFY,Mainstem,2014-04-24,RABO,1,A,A,M,,NA,
SFY,Mainstem,2014-05-13,RABO,1,A,A,M,,14.1,11
SFY,Mainstem,2014-05-13,RABO,1,J,J,,,NA,11
SFY,Mainstem,2014-05-13,RABO,1,E,E,,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,A,A,M,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,A,A,F,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,J,J,,,NA,11
SFY,Mainstem,2014-05-13,RABO,1,E,E,,,NA,11
SFY,Mainstem,2014-05-13,RABO,4,A,A,M,,NA,11
SFY,Mainstem,2014-05-13,RABO,1,J,J,,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,E,E,,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,A,A,M,,NA,11
SFY,Mainstem,2014-05-13,RABO,3,A,A,F,,NA,11
SFY,Mainstem,2014-05-13,RABO,2,J,J,,,NA,11
SFY,Mainstem,2014-05-13,RABO,1,A,A,F,,NA,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,3,E,E,,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,3,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,3,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,3,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,U,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,2,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,2,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,M,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,14.2,11
NFA,Robbers Rav,2014-05-19,RABO,3,J,J,,,14.2,11
NFA,Mainstem,2014-05-19,RABO,9,E,E,,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,E,E,,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,E,E,,,NA,11
NFA,Mainstem,2014-05-19,RABO,2,E,E,,,NA,11
NFA,Mainstem,2014-05-19,RABO,3,E,E,,,NA,11
NFA,Mainstem,2014-05-19,RABO,11,E,E,,,NA,11
NFY,Mainstem,2014-05-20,RABO,1,J,J,,,11.3,11
NFY,Mainstem,2014-05-20,RABO,2,E,E,,,NA,11
NFY,Mainstem,2014-05-20,RABO,1,A,A,F,,NA,11
NFY,Mainstem,2014-05-20,RABO,2,A,A,M,,NA,11
NFY,Mainstem,2014-05-20,RABO,9,E,E,,,NA,11
NFY,Mainstem,2014-05-20,RABO,2,A,A,M,,NA,11
NFY,Mainstem,2014-05-20,RABO,2,E,E,,,NA,11
NFY,Mainstem,2014-05-20,RABO,2,A,A,F,,NA,11
NFY,Mainstem,2014-05-20,RABO,1,A,A,M,,NA,11
NFY,Mainstem,2014-05-20,RABO,1,A,A,M,,NA,11
NFA,Robbers Rav,2014-05-08,RABO,5,E,E,,17-20,13.0,10
NFA,Robbers Rav,2014-05-08,RABO,1,E,E,,17-20,13.0,10
NFA,Robbers Rav,2014-05-08,RABO,5,E,E,,17-20,13.0,10
NFA,Robbers Rav,2014-05-08,RABO,1,E,E,,17-20,13.0,10
NFA,Mainstem,2014-05-08,RABO,1,E,E,,10-11,12.3,10
NFA,Robbers Rav,2014-05-08,RABO,3,E,E,,,13.0,10
RUB,US Site,2015-04-28,RABO,1,J,J,,,15.0,13
RUB,US Site,2015-04-28,RABO,1,J,J,,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,M,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,M,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,F,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,U,,15.0,13
RUB,US Site,2015-04-28,RABO,1,J,J,,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,M,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,U,,15.0,13
RUB,US Site,2015-04-28,RABO,1,A,A,U,,NA,13
RUB,US Site,2015-04-28,RABO,1,A,A,M,,NA,13
RUB,US Site,2015-04-28,RABO,1,J,J,,,NA,13
RUB,US Site,2015-04-28,RABO,1,E,E,,,NA,13
RUB,US Site,2015-04-28,RABO,1,A,A,F,,NA,13
RUB,US Site,2015-04-28,RABO,1,J,J,,,NA,13
RUB,US Site,2015-04-28,RABO,1,A,A,,,NA,13
RUB,US Site,2015-04-28,RABO,1,J,J,,,NA,13
NFA,Robber Rav,2015-05-01,RABO,1,E,E,,19/20,14.2,13
NFA,Robber Rav,2015-05-01,RABO,1,A,A,M,,NA,13
NFA,Robber Rav,2015-05-01,RABO,1,A,A,F,,14.2,13
NFA,Robber Rav,2015-05-01,RABO,1,A,A,F,,NA,13
NFA,Robbers Rav,2015-05-01,RABO,1,E,E,,19-20,14.2,13
NFA,Robbers Rav,2015-05-01,RABO,1,E,E,,21-22,14.2,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,U,,15.8,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,J,J,,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-01,RABO,2,A,A,U,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,A,E,,5,15.8,13
NFA,Mainstem,2015-05-01,RABO,2,J,J,,,NA,13
NFA,Mainstem,2015-05-01,RABO,1,J,J,,,NA,13
NFA,Mainstem,2015-05-01,RABO,2,E,E,,19,NA,13
NFA,Mainstem,2015-05-01,RABO,1,E,E,,<10,15.8,13
NFA,Mainstem,2015-05-01,RABO,1,E,E,,,15.8,13
NFA,Mainstem,2015-05-01,RABO,2,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,J,J,,,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,13,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,11-12,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,10-11,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,12,11.9,13
NFY,Mainstem,2015-05-08,RABO,3,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,12,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,12,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,12,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,19-21,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,17,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,F,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,11.9,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,F,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,J,J,,,NA,13
NFY,Mainstem,2015-05-08,RABO,2,J,J,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,J,J,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,J,J,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,F,,NA,13
NFY,Mainstem,2015-05-08,RABO,2,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,2(?),NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,U,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-08,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,J,J,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,U,,NA,13
NFA,Mainstem,2015-05-12,RABO,4,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,J,J,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,M,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,J,J,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,A,A,F,,NA,13
NFA,Mainstem,2015-05-12,RABO,2,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
NFA,Mainstem,2015-05-12,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,A,A,M,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,A,A,M,,NA,13
RUB,Mainstem,2015-05-14,RABO,2,A,A,F,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,J,J,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
RUB,Mainstem,2015-05-14,RABO,1,E,E,,,NA,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,F,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,F,,NA,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,2,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,F,,12.0,13
NFY,Mainstem,2015-05-22,RABO,5,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,M,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,F,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,J,J,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,M,,NA,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,A,A,M,,12.0,13
NFY,Mainstem,2015-05-22,RABO,4,A,A,M,,12.0,13
NFY,Mainstem,2015-05-22,RABO,2,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,19-20,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,,12.0,13
NFY,Mainstem,2015-05-22,RABO,1,E,E,,19,12.0,13
RUB,DS Site,2014-05-21,RABO,7,E,E,,,NA,11
RUB,DS Site,2014-05-06,RABO,1,E,E,,,NA,RAP2
RUB,US Site,2014-05-06,RABO,1,E,E,,,NA,RAP2
NFA,Robbers Rav,2016-04-22,RABO,6,E,E,,,NA,14
RUB,DS Site,2014-05-21,RABO,1,A,A,U,,NA,11
RUB,US Site,2014-05-21,RABO,4,A,A,M,,NA,11
RUB,US Site,2014-05-21,RABO,2,J,J,,,NA,11
RUB,US Site,2014-05-21,RABO,3,E,E,,,NA,11
RUB,DS Site,2014-05-21,RABO,2,J,J,U,,NA,11
NFA,Mainstem,2014-05-22,RABO,2,E,E,,,NA,11
NFA,Mainstem,2014-05-22,RABO,4,A,A,M,,NA,11
RUB,DS Site,2014-08-04,RABO,15,T,T,,,NA,11
RUB,DS Site,2014-08-04,RABO,1,J,J,,,NA,11
RUB,US Site,2014-08-04,RABO,2,A,A,M,,NA,11
NFA,Robbers Rav,2014-08-05,RABO,3,A,A,M,,NA,11
NFA,Mainstem,2014-08-05,RABO,2,A,A,U,,NA,11
NFA,Mainstem,2014-08-05,RABO,2,A,A,,,NA,
NFA,Mainstem,2014-08-05,RABO,3,A,A,M,,NA,11
NFA,Mainstem,2014-08-05,RABO,2,A,A,U,,NA,11
NFA,Mainstem,2014-08-05,RABO,4,J,J,,,NA,11
NFA,Mainstem,2014-08-05,RABO,8,Y,Y,,,NA,11
NFA,Mainstem,2014-08-05,RABO,5,T,T,,,NA,11
NFY,Mainstem,2014-08-19,RABO,5,Y,Y,,,NA,11
RUB,US Site,2015-08-10,RABO,3,A,A,F,,NA,RP2
NFY,Mainstem,2015-08-11,RABO,1,A,A,F,,NA,RP2
NFY,Mainstem,2015-08-11,RABO,1,A,A,M,,NA,RP2
SFY,Mainstem,2015-08-12,RABO,6,T,T,,,NA,RP2
NFA,Mainstem,2016-05-02,RABO,1,E,E,,,NA,RP2
TUO,Clavey,2016-06-18,RABO,15,T,T,,,NA,RP2
NFA,Robbers Rav,2016-05-06,RABO,7,A,A,M,,NA,14
NFA,Mainstem,2016-05-06,RABO,2,A,A,M,,NA,14
NFA,Mainstem,2016-05-06,RABO,2,A,A,M,,NA,14
NFA,Mainstem,2015-08-05,RABO,3,Y,Y,,,NA,RP2
MFA,Upstream Oxbow,2016-05-13,RABO,2,E,E,,,NA,14
NFA,Robbers Rav,2016-05-17,RABO,1,A,A,U,,NA,14
NFA,Mainstem,2016-05-17,RABO,3,A,A,M,,NA,14
NFA,Mainstem,2016-05-17,RABO,1,A,A,F,,NA,14
NFA,Mainstem,2016-05-17,RABO,2,J,J,,,NA,14
NFY,Mainstem,2016-05-31,RABO,14,E,E,,,NA,14
NFY,Mainstem,2016-05-31,RABO,1,E,E,,,NA,14
NFY,Mainstem,2016-05-31,RABO,2,A,A,F,,NA,14
SFY,Mainstem,2016-06-01,RABO,8,E,E,,,NA,14
SFY,Mainstem,2016-06-01,RABO,1,A,A,M,,NA,14
SFY,Mainstem,2016-06-01,RABO,1,A,A,F,,NA,14
SFY,Mainstem,2016-06-01,RABO,1,J,J,,,NA,14
RUB,US PH,2016-06-03,RABO,6,E,E,,,NA,14
NFA,Robbers Rav,2016-06-07,RABO,1,A,A,M,,NA,14
RUB,DS Site,2014-05-21,RABO,2,A,A,F,,NA,11
RUB,US Site,2014-10-28,RABO,2,Y,Y,,,NA,11
RUB,US Site,2014-10-28,RABO,2,J,J,,,NA,11
SFY,Mainstem,2014-08-18,RABO,8,Y,Y,,,NA,12
NFY,Mainstem,2014-08-19,RABO,5,Y,Y,,,NA,12
RUB,US Site,2015-02-27,RABO,2,J,J,,,NA,13
NFA,Robbers Rav,2015-08-05,RABO,6,A,A,U,,NA,13
NFA,Robbers Rav,2015-08-05,RABO,4,Y,Y,,,NA,13
NFA,Robbers Rav,2016-04-22,RABO,1,A,A,M,,NA,14
RUB,DS Site,2014-05-21,RABO,5,A,A,M,,NA,11
MFA,American Canyon,2016-05-02,RABO,12,E,E,,,NA,14
MFA,American Canyon,2016-05-02,RABO,4,A,A,F,,NA,14
MFA,American Canyon,2016-05-02,RABO,7,J,J,,,NA,14
NFA,Mainstem,2015-08-05,RABO,3,T,T,,,NA,RP2
NFA,Mainstem,2016-06-07,RABO,28,E,E,,,NA,14
NFA,Mainstem,2016-08-17,RABO,10,T,T,,,NA,15
NFA,Mainstem,2016-08-17,RABO,10,T,T,,,NA,15
RUB,US Site,2014-05-21,RABO,2,A,A,F,,NA,11
SFY,Mainstem,2014-08-18,RABO,2,J,J,,,NA,12
SFY,Mainstem,2014-08-18,RABO,6,T,T,,,NA,12
SFY,Mainstem,2014-08-18,RABO,5,A,A,M,,NA,12
NFY,Mainstem,2014-08-19,RABO,3,Y,Y,,,NA,12
RUB,US Site,2014-08-04,RABO,2,J,J,,,NA,11
RUB,US Site,2014-08-04,RABO,10,Y,Y,,,NA,11
RUB,US Site,2014-08-04,RABO,3,T,T,,,NA,11
NFA,Mainstem,2015-08-05,RABO,3,A,A,M,,NA,RP2
RUB,US Site,2014-08-04,RABO,3,A,A,F,,NA,11
RUB,US Site,2015-08-10,RABO,5,T,T,,,NA,RP2
RUB,US Site,2015-08-10,RABO,1,A,A,M,,NA,RP2
NFA,Robbers Rav,2016-04-22,RABO,4,E,E,,,NA,14
NFA,Robbers Rav,2016-04-22,RABO,8,E,E,,,NA,14
NFA,Robbers Rav,2016-05-06,RABO,19,E,E,,,NA,14
RUB,US Site,2014-05-21,RABO,1,E,E,,,NA,11
NFA,Robbers Rav,2016-05-06,RABO,2,J,J,,,NA,14
RUB,US Site,2014-05-21,RABO,4,E,E,,,NA,11
RUB,US Site,2014-05-21,RABO,6,E,E,,,NA,11
NFA,Robbers Rav,2016-04-22,RABO,11,A,A,M,,NA,14
RUB,US Site,2013-08-05,RABO,4,A,A,M,,NA,10
RUB,Mainstem,2013-08-05,RABO,2,A,A,U,,NA,10
RUB,Mainstem,2013-08-05,RABO,1,A,A,M,,NA,10
RUB,Mainstem,2013-08-05,RABO,1,Y,Y,,,NA,10
RUB,US Site,2013-08-05,RABO,1,J,J,,,NA,10
RUB,US Site,2013-08-05,RABO,1,A,A,U,,NA,10
NFA,Mainstem,2014-05-19,RABO,1,J,J,,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,M,,NA,11
NFA,Mainstem,2014-05-19,RABO,2,A,A,U,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,U,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,F,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,M,,NA,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,NA,11
NFA,Mainstem,2014-05-19,RABO,3,J,J,,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,M,,NA,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,U,,NA,11
NFA,Robbers Rav,2014-05-19,RABO,1,A,A,F,,NA,11
NFA,Mainstem,2014-05-19,RABO,4,A,A,M,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,F,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,J,J,,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,M,,NA,11
NFA,Mainstem,2014-05-19,RABO,1,A,A,F,,NA,11
NFA,Robbers Rav,2016-04-22,RABO,1,A,A,F,,NA,14
NFA,Robbers Rav,2016-04-22,RABO,1,A,A,F,,NA,14
NFA,Robbers Rav,2016-04-22,RABO,3,A,A,F,,NA,14
NFA,Robbers Rav,2016-04-22,RABO,10,A,A,M,,NA,14
MFA,American Canyon,2016-05-02,RABO,13,A,A,M,,NA,14
NFY,Mainstem,2014-08-19,RABO,1,A,A,F,,NA,11
NFY,Mainstem,2015-08-11,RABO,12,T,T,,,NA,RP2
NFY,Mainstem,2015-08-11,RABO,53,Y,Y,,,NA,RP2
NFA,Robbers Rav,2016-05-17,RABO,6,A,A,M,,NA,14
NFA,Robbers Rav,2016-05-17,RABO,1,A,A,F,,NA,14
SFY,Mainstem,2015-08-12,RABO,1,J,J,,,NA,RP2
SFY,Mainstem,2015-08-12,RABO,3,Y,Y,,,NA,RP2
SFY,Mainstem,2015-08-12,RABO,1,A,A,F,,NA,RP2
RUB,US PH,2016-06-03,RABO,2,A,A,M,,NA,14
NFA,Mainstem,2016-06-07,RABO,5,A,A,F,,NA,14
NFA,Mainstem,2016-05-02,RABO,1,A,A,M,,NA,RP2
NFA,Mainstem,2016-06-07,RABO,2,J,J,,,NA,14
NFY,Mainstem,2016-05-31,RABO,2,J,J,,,NA,14
NFA,Mainstem,2016-06-07,RABO,4,A,A,M,,NA,14
NFY,Mainstem,2016-08-19,RABO,10,T,T,,,NA,15
